iteration,x0,x1,x2,x3
0,0.5,0.5,-1.5,1.5
1,0.5612583366217194,-0.09462833651772451,-0.7120910496585747,1.3521350495337807
2,0.9644603793756541,0.3163371996852861,-0.44366769714170967,0.5798110601381172
3,1.0618225835422868,0.15015685149391478,-0.6200674995458619,0.15344525148715898
4,0.27799200899404175,0.15754143500181292,-0.6353891627687763,-0.46729651846703585
5,0.04351923096497812,2.645719553404091e-05,-0.6436936664601101,-0.41737347302894284
6,-0.23633919195872627,0.02138669806662659,-0.5260806000587648,-0.5711555808622921
7,-0.21866879843829054,0.02422337612303279,-0.40197570000971594,-0.41881517698333304
8,-0.20559420345248006,0.021141871366985258,-0.3114883139045552,-0.3141067630749462
9,-0.1999891575905248,0.020043049258848873,-0.23635580537827805,-0.2366385989422907
10,-0.1962284307932693,0.019626891942297574,-0.17739864268856567,-0.17745454720698903
11,-0.19336337900156927,0.019336161410004687,-0.13150215100505547,-0.13150341968518542
12,-0.19120631164042276,0.019131137522028403,-0.09987388536680201,-0.09993415669822626
13,-0.1895453123687333,0.01898318627433459,-0.08453010385291784,-0.08469311351486127
14,-0.1882032676054289,0.018857602290273813,-0.07992777380154857,-0.08013878803172719
15,-0.18515306398251796,0.018560927242770604,-0.07462749922494666,-0.07488453401016253
16,-0.17584768128284026,0.01764052126288076,-0.06431922059917239,-0.06463167792654231
17,-0.15490803065519068,0.015548833583265474,-0.04786265093609916,-0.048186335225690415
18,-0.11981857581265265,0.012021186018169261,-0.02650478314722019,-0.026723242930250732
19,-0.08142520158934005,0.008156115545581096,-0.006362620246007658,-0.00643847704479901
20,-0.04656740695335716,0.004658607913000275,0.01116266291414602,0.011151321675008541
21,-0.018096353483997248,0.0018093414062688297,0.02543760350727963,0.025438706223915544
22,-0.006934300983419912,0.0006950385513056312,0.030474934666637588,0.030465749534931915
23,-0.0044521932412758935,0.0004482263830751423,0.03063055836111236,0.030613820396081924
24,0.0016763829494500756,-0.00016216828989782566,0.02672220860170766,0.026692642442312654
25,0.003420600485773821,-0.00033968877250803323,0.02138750550209747,0.021374905051593483
26,0.003959409403535605,-0.0003955941199576889,0.016511927815335177,0.01650999475848918
27,0.0040482526346325536,-0.0004047855470726975,0.012747953215990048,0.01274765486883855
28,0.003991672113419664,-0.0003991347803430022,0.009797338719286407,0.009797145677562024
29,0.0038943756315372286,-0.00038941686352445107,0.007521705101149689,0.007521592707321858
30,0.0037962472487002926,-0.00037961603874436047,0.00575104013715697,0.005750992992000209
31,0.0037113925737664714,-0.0003711364410651479,0.004364659979039823,0.004364644370509306
32,0.0036426681662182006,-0.0003642662859425267,0.0032713578715584104,0.003271354818554684
33,0.003589404809665941,-0.0003589405216071122,0.0024257586363952166,0.0024257587818269926
34,0.003551931279283734,-0.000355192843001432,0.0018447619257567043,0.0018447603236398903
35,0.0035320507828253012,-0.00035320426798655154,0.0015705018065862815,0.0015704973563913844
36,0.003526349181360443,-0.0003526339344508736,0.0015224884513887781,0.001522483068350591
37,0.0035229245589656327,-0.0003522914289188929,0.0015112315429340831,0.00151122593043863
38,0.0035199885599725067,-0.0003519978207913621,0.001507799784965287,0.001507794129521622
39,0.0035171658670284348,-0.0003517155515422137,0.0015061027597106909,0.0015060971049932776
40,0.003514373713631393,-0.0003514363381187683,0.0015047967956313185,0.0015047911514904748
41,0.003511593566660947,-0.0003511583257516379,0.0015035812930980336,0.0015035756617087185
42,0.003508821229697156,-0.0003508810944709106,0.00150238850449229,0.0015023828863037914
43,0.0035060557315257194,-0.0003506045470813769,0.0015012030654894325,0.0015011974605627875
44,0.003503296830889878,-0.00035032865944072713,0.0015000214660273897,0.0015000158743360924
45,0.0035005444527362317,-0.000350053424039884,0.0014988428934120221,0.0014988373149098992
46,0.0034977985601408164,-0.000349778837185638,0.0014976671520480157,0.0014976615866846225
47,0.003495059125055893,-0.00034950489607306877,0.001496494188297239,0.0014964886360213686
48,0.0034923261215926336,-0.0003492315981132993,0.0014953239813856034,0.0014953184421460902
49,0.00348959952447005,-0.00034895894077827165,0.001494156518223745,0.0014941509919696476
50,0.0034868793086539037,-0.0003486869215646104,0.0014929917875577624,0.0014929862742384052
51,0.003484165449272381,-0.0003484155379851841,0.001491829778614298,0.0014918242781792788
52,0.0034814579215949526,-0.0003481447875669902,0.001490670480772774,0.001490664993171964
53,0.003478756701027048,-0.0003478746678506214,0.0014895138834937424,0.0014895084086772857
54,0.003476061763108292,-0.00034760517639008983,0.001488359976304537,0.0014883545142228489
55,0.0034733730835108377,-0.00034733631075265994,0.0014872087487876242,0.0014872032993913883
56,0.00347069063803852,-0.0003470680685187642,0.001486060190581332,0.0014860547538214986
57,0.003468014402626159,-0.0003468004472819331,0.0014849142913825949,0.0014849088672103804
58,0.003465344353338351,-0.0003465334446486745,0.0014837710409421148,0.0014837656293089987
59,0.0034626804663686677,-0.0003462670582383934,0.001482630429065567,0.00148262502992329
60,0.0034600227180389908,-0.00034600128568332565,0.0014814924456166068,0.0014814870589171698
61,0.003457371084798254,-0.0003457361246284118,0.0014803570805106325,0.0014803517062062937
62,0.003454725543221819,-0.0003454715727312348,0.0014792243237184198,0.0014792189617616942
63,0.003452086070010347,-0.0003452076276619074,0.0014780941652619123,0.001478088815605569
64,0.0034494526419891866,-0.0003449442871030108,0.0014769665952175637,0.001476961257814624
65,0.003446825236107688,-0.00034468154874952586,0.0014758416037186607,0.0014758362785223975
66,0.0034442038294377293,-0.000344419410308686,0.0014747191809453219,0.001474713867909257
67,0.003441588399173439,-0.0003441578694999494,0.001473599317132787,0.0014735940162106894
68,0.003438978922630184,-0.00034389692405489776,0.0014724820025682713,0.0014724767137141558
69,0.003436375377243775,-0.0003436365717171568,0.0014713672275912253,0.001471361950759351
70,0.0034337777405695005,-0.00034337681024229985,0.001470254982590678,0.0014702497177355466
71,0.003431185990281478,-0.0003431176373977826,0.0014691452580074848,0.0014691400050838386
72,0.003428600104171658,-0.0003428590509628439,0.0014680380443310554,0.0014680328032938756
73,0.0034260200601493912,-0.00034260104872846245,0.0014669333321047206,0.0014669281029092262
74,0.003423445836240135,-0.000342343628497227,0.001465831111917486,0.0014658258945191318
75,0.0034208774105851467,-0.0003420867880833063,0.0014647313744114085,0.0014647261687658836
76,0.0034183147614404124,-0.00034183052531234153,0.001463634110276431,0.0014636289163396574
77,0.0034157578671758,-0.00034157483802136176,0.0014625393102492184,0.0014625341279773493
78,0.003413206706274651,-0.0003413197240587432,0.001461446965118239,0.001461441794467657
79,0.003410661257332705,-0.00034106518128410165,0.0014603570657186055,0.0014603519066459215
80,0.0034081214990574053,-0.0003408112075682228,0.0014592696029328467,0.0014592644553948976
